word	sent1	sent2	group	mean	annotator1	annotator2	annotator3	annotator4	annotator5	part
дума	Не в силах разгадать тайных <b><i>дум</i></b> Екатерины, княгиня Дашкова чувствовала себя подавленно, как маленькая девочка перед строгой тетей.	Как всегда, Самсон прочел его <b><i>думу;</i></b> он и сам с горечью <b><i>думал</i></b> о том же; и он отозвался ему и себе: -- Может быть, в самом деле прав тот голый пророк.	COMPARE	4.0	4	4	4	4	4	1
элемент	Но, причисляя себя к школе историков-идеалистов в том смысле, что считаю живою силою исторического процесса смену именно идей, я хотел бы, все-таки, сказать, что историки-идеалисты должны совершенно отвергнуть почетное титло идеалиста поскольку к понятию об идеализме примешивается <b><i>элемент</i></b> безпочвенной мечтательности.	России, при совершенном отсутствии революционных <b><i>элементов</i></b> в недрах ее народа, грозила почти такая же мистификация, которая разыгрывается теперь с большим успехом в Царстве Польском.	EARLIER	1.2	2	1	1	1	1	1
философ	"Касаясь материалистического взгляда древнего <b><i>философа</i></b> Гераклита, по которому ""мир, единый из всего, не создан никем из богов и никем из людей, а был, есть и будет вечно живым огнем, закономерно воспламеняющимся и закономерно угасающим"", Ленин говорит ""Очень хорошее изложение начал диалектического материализма"" (Ленин, ""Философские тетради"", стр. 318). б) В противоположность идеализму, утверждающему, что реально существует лишь наше сознание; что материальный мир, бытие, природа существует лишь в нашем сознании, в наших ощущениях, представлениях, понятиях, марксистский <b><i>философский</i></b> материализм исходит из того, что материя, природа, бытие представляет объективную реальность, существующую вне и независимо от сознания; что материя первична, так как она является источником ощущений, представлений, сознания, а сознание вторично, производно, так как оно является отображением материи, отображением бытия; что мышление есть продукт материи, достигшей в своем развитии высокой степени совершенства, а именно продукт мозга, а мозг -- орган мышления; что нельзя поэтому отделять мышление от материи, не желая впасть в грубую ошибку."	Марксизм имеет своих искренних сторонников среди <b><i>философов,</i></b> ученых, партийных функционеров новой формации.	LATER	4.0	4	4	4	4	4	1
корпус	Но за эти три дня до начала операции большевиков генерал Кутепов перешел в наступление 1-м армейским <b><i>корпусом</i></b> в северо-западном направлении, разрезал 13-ю и 14-ю армии, разбил их и отбросил первую к Курску, вторую -- за Ворожбу.	Растянувшийся на 80 километров <b><i>корпус</i></b> быстро подтягивался к горе Авала.	EARLIER	4.0	4	4	4	4	4	2
ломберный	а он словно получил мозговой удар о <b><i>ломберный</i></b> столик.	Модницы щеголяли в вылинявших солдатских шинелях и зеленых шляпках, сделанных из <b><i>ломберного</i></b> сукна.	COMPARE	2.4	1	2	4	1	4	2
вышка	-- Ну, с приездом, Илюха, -- пробормотал я, оглядываясь и видя, что палатку я в темноте поставил чуть не под самой смотровой <b><i>вышкой,</i></b> теперь ненужной, как стали не нужны и сами пограничники.	Потолок -- верхний помост <b><i>вышки,</i></b> и в люке белело небо.	LATER	3.8	3	4	4	4	4	2
философ	Этот кусок льду, облекший былое я, частицу бога, поглотивший то, чему на земле даны были имена чести, благородства, любви к ближним; подле него зияющая могила, во льду ж для него иссеченная; над этим чудным гробом, который служил вместе и саваном, маленькое белое существо, полное духовности и жизни, называемое европейцем и сверх того русским и Зудою; тут же на замерзлой реке черный невольник, сын жарких и свободных степей Африки, может быть царь в душе своей; волшебный свет луны, говорящей о другой подсолнечной, такой же бедной и все-таки драгоценной для тамошних жителей, как нам наша подсолнечная; тишина полуночи, и вдруг далеко, очень далеко, благовест, как будто голос неба, сходящий по лучу месяца, -- если это не высокий момент для поэта и <b><i>философа,</i></b> так я не понимаю, что такое поэзия и <b><i>философия.</i></b>	Интуиция <b><i>философа</i></b> проверяется соборным духом.	EARLIER	4.0	4	4	4	4	4	1
двушка	Тургеневская <b><i>двушка.</i></b>	"Первым делом он предупредил Юлю: -- Только трубку не бросай: у меня одна ""двушка""."	EARLIER	1.0	1	1	1	1	1	2
элемент	"Так, например, по Суханову люди с истерическим характером неестественны, театральны, производят впечатление деланности; <b><i>элементы</i></b> психики не находятся у них в гармоническом сочетании; все ими оценивается субъективно, только те впечатления задевают их личность, которые касаются их ""Я""; они капризны, раздражительны; они производят впечатление чувствительных, сентиментальных, но на самом деле заботятся только о себе (шизоидные черты)."	"Можно было бы поэтому думать, что изложенное выше (""модальное"") различие между конкретной реальностью и логически определенным в понятии содержанием существенно только для частных моментов или <b><i>элементов</i></b> реальности."	LATER	3.0	1	4	4	4	2	1
элемент	Но, по достоверным сведениям, оказывается, что он был истинный католик и что протестантский <b><i>элемент</i></b> был в нем результатом глубокой опытности и, может быть, отголоском общих венецианских убеждений.	Но случайное совпадение наследств не может же служить единственною связью разнороднейших <b><i>элементов.</i></b>	EARLIER	2.2	2	3	3	2	1	1
вирус	"""Из неприятного: в Нью-Йорке эпидемия чудовищного <b><i>вируса,</i></b> который завезли, как говорят, с Гаити."	"-- Очевидно, бацилла ""а"" действует, как <b><i>вирус</i></b> гриппа."	EARLIER	3.8	4	4	3	4	4	2
обвинитель	"В разных местах сцены и в зале, недалеко от председателя суда и государственного <b><i>обвинителя,</i></b> были замаскированные микрофоны для ""управления"" ходом этого сложного спектакля."	<b><i>Обвинитель</i></b> воспользовался бы его прошлым, а там -- арест, тюрьма, участие в Московском восстании, конечно, известное департаменту полиции.	LATER	3.8	4	3	4	4	4	1
корпус	Рядом с ним в санях -- его сын Иван, будущий офицер, в форме кадетского шляхетского <b><i>корпуса.</i></b>	Позже появились на немецкой стороне кавказские отряды и казачьи войска (свыше конного <b><i>корпуса).</i></b>	EARLIER	3.4	4	1	4	4	4	2
управа	<b><i>Управы</i></b> обращаются к Губернатору с представлениями и получают от него предложения; с прочими Губернскими и уездными установлениями <b><i>Управы</i></b> сносятся отношениями.	Теперь <b><i>управа</i></b> входит в думу с предложением о дополнении обязательных постановлений в смысле распространения этого права и на женщин. неизвестный.	EARLIER	4.0	4	4	4	4	4	1
игра	С другой стороны, есть отдельные нетипичные <b><i>игроки,</i></b> такие, как Топалов, которые почти в любой ситуации <b><i>играют</i></b> на победу и радуют зрителей интересной <b><i>игрой.</i></b>	По Москве шли слухи, что слава Котика шагнула далеко за пределы страны, что весть о его <b><i>игре</i></b> на колоколах колокольни святого Марона за Москва-рекою достигла других государств; что Америка предложила ему гастрольную поездку, для чего хотят обеспечить знаменитого звонаря-композитора колоколами.	COMPARE	2.2	4	1	4	1	1	2
свалка	Начинается <b><i>свалка,</i></b> но длится она недолго, ибо Себастьяну одному не совладать с противниками.	И там японцы, перувианцы, и белые, и черные люди толкутся в общей <b><i>свалке;</i></b> но там все племена и народности сошлись в нравственном тяготении к чему-то общему, чего нехватает в обиходе их национальностей, но что пленяет их в обиходе, тоне и общем смысле французской жизни; там есть что-то высшее, что-то стоящее над этим черным, белым, перувианским и японским, что-то связующее разнородные национальности в общей идее; здесь только толкучка разных людей, разных племен, разных вер, не имеющих между собою никакой связи, смотрящих каждый в свой угол и связанных только улицей, по которой не возбраняется ходить и ездить кому угодно.	COMPARE	2.4	1	3	3	2	3	1
мазь	Кстати укажем, что разрубленные в этих случаях часто оживляются, так как в чулане одновременно находятся <b><i>мази.</i></b>	Там он долго рассматривал верхнюю губу в зеркало, помазал ее <b><i>мазью,</i></b> потом взял гитару и стал тихо наигрывать, погруженный в меланхолические думы.	COMPARE	3.4	4	4	4	2	3	1
знатный	"Только не подумайте, что они ведут свой ""знатный род"" от аристократических предков."	Вспомните имена главных республиканцев, взбунтовавших на неделю население: Караччиоло, Пиньятелли, Пьедимонте, Сфорца, Колонна, Руво, Карафа, Монтелеоне, -- все герцоги и князья, самые <b><i>знатные</i></b> люди Италии...	LATER	3.4	4	4	3	3	3	1
больница	Его отвезли в Шереметевскую <b><i>больницу</i></b> (сейчас Институт имени Склифосовского).	Живых везли в <b><i>больницу,</i></b> мертвых -- в котловину, возле бани.	COMPARE	3.8	4	4	4	3	4	1
модель	Говорят, многие из его рисунков созданы в страдное полуночье, при этом вызваны к жизни не живой <b><i>моделью,</i></b> а памятью.	Возвращаясь къ тканямъ, отмтимъ нсколько появившихся <b><i>моделей</i></b> весенихъ костюмовъ изъ бархата, одинъ изъ которыхъ воспроизводимъ въ этомъ номер.	EARLIER	1.4	1	1	1	1	3	2
валюта	Этот последний, несмотря на солидный сундучок кагэбэшной <b><i>валюты,</i></b> не пользовался на набережной никаким авторитетом.	Семен Иванович ставил себе задачей вовремя отбирать у него деньги: он покупал <b><i>валюту</i></b> и держал ее на груди в замшевом мешочке.	COMPARE	3.0	3	1	4	4	3	2
смотритель	Лукерья, очнувшаяся при неожиданном появлении <b><i>смотрителя,</i></b> испуганно вскрикнула и бросилась искать чистый стакан.	<b><i>Смотритель</i></b> требовал, чтобы каждый мешок тянул не менее двух пудов; излишек, как бы он ни был велик, то есть как бы сильно ни перетягивал двухпудовую гирю, не сбрасывался.	COMPARE	3.8	4	3	4	4	4	1
вышка	А у меня же ничего не осталось, кроме областного центра: ни вышек, ни нефти, ни денег.	Длина <b><i>вышки</i></b> -- 108 м, ширина -- 70 м. Водоизмещение установки 12500 т. С помощью такой буровой установки можно бурить скважины глубиной до 7,5 км при глубине моря 200 м. Два гребных винта, которые приводятся силовыми установками мощностью по 3200 л. с, сообщают платформе скорость до 8 узлов.	COMPARE	3.8	4	4	4	3	4	2
трубка	Это был свернутый <b><i>трубкой</i></b> чертеж, нанесенный на кальку.	А Шкурлан только что заслышал про это письмо, сейчас мешок с краюшкой хлеба на спину навалил, закурил <b><i>трубку,</i></b> -- маленькая у него <b><i>трубка</i></b> такая была, с расписным коротеньким чубуком, -- и прямо в губернию.	COMPARE	1.4	1	1	1	3	1	1
корпус	Вчера вошел в город гвардейский <b><i>корпус</i></b> Ленфронта.	И если было положено начало некоторому физическому развитию в кадетских <b><i>корпусах</i></b> и в отдельных гимназиях, то ведь это были случайные мероприятия и чтобы создать массовое движение в этом направлении необходимы колоссальные и продолжительные усилия.	EARLIER	2.8	3	1	4	2	4	2
собор	Сначала заведется адюльтер, потом недоразумение из-за того, кому первому подходить в <b><i>соборе</i></b> ко кресту, потом чреватая всякими бедами сплетня.	"Забыто было теперь, что на <b><i>соборе,</i></b> бывшем при царевом прародителе, патриархе Филарете, положили ""анафемствовать"" за бритье бород, как за обращение лица человеческого, созданного по образу и подобию Божиему, в ""псовидное безобразие""."	EARLIER	1.0	1	1	1	1	1	1
стачка	Потом в разные дни перекрыли для движения Московский и Ленинский проспекты, Адмиралтейскую, Университетскую и Английскую набережные, проспект Стачек, набережную Мойки, а также несколько десятков больших и малых улиц, площадей, проездов, мостов и переулков.	-- Милая, где тут улица Стачек -- обреченно спросила Маша.	LATER	3.8	4	4	4	4	3	2
тройка	Чуваш засуетился, вспрыгнул на облучок и действительно так погнал по городу <b><i>тройку,</i></b> что бродившие куры с криком бросились в разные стороны.	Мятежники хотели было ехать к Аракчееву в Грузино, чтоб убить его, а дом разграбить. 30 троек были уже готовы.	EARLIER	4.0	4	4	4	4	4	1
юношество	Непостоянное употребление языка -- каждый писатель преобразует его по личным понятиям -- имеет следствием, что <b><i>юношество</i></b> болгарское лишено общеупотребительных учебных книг.	"Даже простейшие ""аттестаты зрелости"" Д. Толстого не уберегли <b><i>юношество</i></b> от тлетворной заразы и не сделали его подготовленным к дальнейшему образованию."	EARLIER	4.0	4	4	4	4	4	1
модель	Известный историк Леонид Сергеевич Васильев считает социально-экономическую <b><i>модель</i></b> Греции мутацией, она же одна была такая долгое время.	"Собственно, это только <b><i>модели</i></b> ваших же будущих романов""."	COMPARE	3.4	4	4	1	4	4	2
сомнение	С <b><i>сомнением</i></b> скосился на уткнувшегося в стол первого зама и вечного своего оппонента, все еще вихрастого, как пацан, каким он был восемь лет назад, но -- раздобревшего, пропитанного ощущением собственной значимости, поднаторевшего в подковерных интригах Александра Керзона.	Всегда рада буду помочь Вам в случае возникновения каких-либо вопросов или <b><i>сомнений.</i></b>	COMPARE	3.4	4	2	3	4	4	2
правитель	Опасаясь за свою власть и свои богатства, <b><i>правители</i></b> восточных государств решили покончить с западными государствами, пока в их распоряжении находятся значительные вооруженные силы.	"""Плати и кричи, чтоб заботливый <b><i>правитель</i></b> города слышал, как мы стараемся!"""	COMPARE	3.6	3	4	3	4	4	1
инкубатор	Знаешь, что я придумал Я скажу на уроке естествознания Марье Петровне, что вы устроили <b><i>инкубатор.</i></b>	Сначала я даже не понял, что случилось, потом вспомнил, что ни разу не вставал ночью, и как ошпаренный бросился к <b><i>инкубатору.</i></b>	EARLIER	3.2	1	3	4	4	4	2
отдел	"Если бы Вы сделали маленькое предисловие к этой рукописи и посократили ее, т. е. поисправили бы вообще в литературном отношении, то я думаю, что она бы могла быть напечатана в книжках ""Недели"" или в ""Сев[ерном] вестнике"", во 2-м <b><i>отделе.</i></b>"	Нынешнему времени трудно и понять ту степень негодования, какую возбуждали органы этой самозванной опеки над литературою в людях, желавших сохранить по крайней мере за этим <b><i>отделом</i></b> общественной деятельности некоторый призрак свободы и человеческого достоинства.	EARLIER	1.6	1	1	3	1	2	1
завязка	А напугать впавшего в бешенство мужика, накачанного мускулами под <b><i>завязку,</i></b> вряд ли получится.	-- она давно выгнала бы их, да дома в погребе было под <b><i>завязку.</i></b>	LATER	3.8	3	4	4	4	4	2
осуществимый	Этот вопрос можно выразить и в более общей форме: <b><i>осуществимо</i></b> ли социально-историческое возрождение христианства, или история пойдет иначе, хотя бы путем предсмертных прозрений Вл.	Когда мы предъявим это требование к электрическому верньеру, то мы увидим, что оно <b><i>осуществимо</i></b> только в случае неудобного о точки зрения прямочастотности конденсатора с полукруглыми пластинами при верньерной пластине такой же формы.	EARLIER	4.0	4	4	4	4	4	2
инкубатор	-- Ах, <b><i>инкубатор!</i></b>	"Яйца закладывают в <b><i>инкубатор,</i></b> вылупившихся птенцов помещают к ""электроквочкам""."	EARLIER	3.8	4	4	4	3	4	2
переулок	Шереметьевский <b><i>переулок</i></b> (между Воздвиженкой и Никитской -- по Никитской, не доходя Моховой 1-й поворот), д. 5, кв. 113.	"Проехали <b><i>переулок,</i></b> и Серов сказал: ""Я тоже так думал""."	LATER	4.0	4	4	4	4	4	1
больница	"Поменьше прав и поменьше податей; поменьше школ и побольше церквей и монастырей; поменьше кабаков и побольше хороших <b><i>больниц;</i></b> поменьше судебных любезностей и побольше ""земли"", где можно и когда можно."	Последний был смертельно ранен и умер в <b><i>больнице.</i></b>	EARLIER	4.0	4	4	4	4	4	1
отдел	Два японских летчика предложили свои услуги французскому военному воздухоплавательному <b><i>отделу.</i></b>	В ней содержатся три <b><i>отдела:</i></b> сведения психологические, сведения логические и краткое изложение эстетики.	EARLIER	1.6	1	1	3	1	2	1
собор	"Он объявляет, что Земский <b><i>собор</i></b> ""созывается"", и настолько верит царю, что этот несуществующий еще Земский <b><i>собор</i></b> (а, может быть, ""Государственную думу"" или ""законосовещательный <b><i>собор"")</i></b> предлагает взять центром нашего действия."	Кадильный дым вознесся под купол <b><i>собора.</i></b>	EARLIER	1.0	1	1	1	1	1	1
модель	Среди них атомная проблема стала главной, а он был многоопытным экспериментатором: двадцать три года назад, вместе с нынешним изгоем Отто Штерном, он снискал себе славу замечательными опытами, подтверждавшими квантовую <b><i>модель</i></b> Бора.	"Здесь ее вежливо, но весьма внушительно попросили поменьше рассказывать о своих израильских впечатлениях, а выводы об израильской <b><i>модели</i></b> модернизированного ""еврейского вопроса"" сочли попросту антисемитскими."	EARLIER	2.6	1	3	1	4	4	2
корпус	Производство <b><i>корпуса</i></b> ручки уже началось в китайском Шэньчжэне, а фотополимерные чернила делают в Томске.	В двух <b><i>корпусах</i></b> помещаются делегации двух коалиций: чтобы не скомпрометировать себя, они не только не встречаются, но и не переписываются между собой, так как все они хорошие, честные патриоты.	COMPARE	1.2	1	1	1	2	1	2
переулок	Не глядя по сторонам, совсем близко, почти касаясь, мимо Матери, он не прошел, а проскользнул через столовую в другую дверь, в коридор, на черный двор,-- и в <b><i>переулок.</i></b>	Целый обоз чумаков выезжал со стороны поля и, поскрипывая, грузно сворачивал в ближайший <b><i>переулок.</i></b>	COMPARE	4.0	4	4	4	4	4	1
клиника	"Уже несколько раз в полицейский участок доставляется городовыми или случайными прохожими подбираемая ими в разных местах города металлическая вывеска с надписью ""Химико-бактериологическая лаборатория ординатора <b><i>клиники</i></b> московского университета доктора Зарифьянца""."	Результат этого лечения ран в <b><i>клинике</i></b> Грефе был действительно весьма счастливый.	EARLIER	4.0	4	4	4	4	4	1
прислуга	"Домик, в котором росли мама и Ася -- уцелел почти неизменный, там живет <b><i>прислуга</i></b> и ""обслуга"" дома отдыха."	Мы с утра до вечера покупали кофе в зернах, всякие туфли и тряпки, о которых нас просили москвичи, и горы коробок громоздились в нашем номере -- к недоумению <b><i>прислуги.</i></b>	EARLIER	4.0	4	4	4	4	4	2
знамя	В 1794 году сражался против России под <b><i>знаменами</i></b> Костюшки, который теперь томился по воле Екатерины в петербургском плену.	На перекрестках задерживали автомобили и демонстрантов, отнимали <b><i>знамена,</i></b> винтовки и пулеметы, уводили в подворотни и тяжело били окованными концами прикладов.	EARLIER	2.6	4	1	4	3	1	2
однодневка	Это были импровизации, домашние экспромты, <b><i>однодневки</i></b> -- всего лишь. говорил он мне вкрадчивым, певучим, тоже каким-то длинным голосом.	"Скольких пигмеев потом мы видели, перед сколькими поэтическими канцеляриями благоговели и содрогались, у скольких табличек -- серебром по черному -- жмурили глаза от невыносимого сияния, на скольких текинских и модерновых коврах трепетали коленями из-за своих не вытертых у порога ботинок, из-за уличной грязи, ненароком занесенной в литературное, художественное или научное святилище, сколько пародий на него читали, сколько анекдотов слышали, сколько раз его сбрасывали с корабля современности, сколько раз его святое, веселое имя как бы стушевывалось перед именами лягушек-волов, великанов-однодневок и прочих александрийских столпов-времянок, а ведь до сих пор, когда дитя встанет под елку и скажет свои первые стишки, то мамки-няньки подумают вдруг с обманчивой надеждой -- может, из тебя Пушкин выйдет Потому что вот уже полтора столетия ""Пушкин"" есть нарицательное имя неложного величия."	EARLIER	2.8	3	1	3	4	3	2
драйвер	"Откуда -- никто из ""драйверов"" не признавался."	"На американском сленге ""драйв"" -- продажа товаров по дешевке с целью конкуренции, в горном деле ""драйвер"" -- обыкновенный коногон, в сельском -- погонщик скота, в медицинском ""ту драйв мед"" -- сводить с ума."	COMPARE	2.0	1	4	1	2	2	2
казенный	"""За неимением"", ""ввиду отсутствия"", ""что касается"" -- все это было необходимо в тех <b><i>казенных</i></b> бумагах, которые всю жизнь подписывал почтенный сенатор, но в сказке Оскара Уайльда это кажется бездарною чушью."	Не ученье страшно -- страшна чужедальня сторона непотачливая, житье-бытье под <b><i>казенной</i></b> кровлею, кусок хлеба не матерью печенный, щи не в родительской печи сваренные.	COMPARE	2.2	1	1	4	4	1	1
провальный	В общем мои собеседники проявили единодушие -- законопроект <b><i>провальный.</i></b>	Снова я встретился с Милой уже в войну, в те <b><i>провальные,</i></b> чёрные для меня дни, когда после контузии, госпиталя и медкомиссии судорожно противился предписанной мне участи инвалида.	COMPARE	3.0	4	4	1	4	2	2
свинцовый	Но руки лежали, как <b><i>свинцовые.</i></b>	Ноги, хотя и разошлись немного, всё же ныли, а голова была просто <b><i>свинцовой</i></b> и набухала у висков.	EARLIER	3.8	4	4	3	4	4	2
вышка	"Так, в пятом номере за этот год была опубликована статья Льва Юдасева ""Основание для выбора оснований"", где упоминается о том, что проблема защиты нефтяных вышек от движущихся ледяных полей еще не решена."	Значит, несменно дозорные должны особенно бдительно держать стражу на <b><i>вышках</i></b> во имя Истины.	EARLIER	1.8	1	1	2	2	3	2
выплеск	Александров Алексей Святослав -- один из основателей движения Дети Ра, провозгласившего поэзию формой духовного протуберанца; протуберанец может быть разным и даже не очень большим, но он протуберанец, а не <b><i>выплеск</i></b> грязи из лужи от колеса проехавшего автомобиля (см.	Другие предлагают то, о чем мечтают дети: приключения на отдыхе, самостоятельная жизнь, <b><i>выплеск</i></b> энергии и возможность отдохнуть от взрослых.	LATER	3.6	4	4	2	4	4	2
привет	"Не требую твоего <b><i>привета</i></b> и ласки -- не гордись и знай: ты и я -- мы погибли оба!"" -- Что ты смеешь говорить мне, бродяга ""Господи!"	Она поняла теперь, за какую цену люди продают свое удивление, свои похвалы, какая внутренняя досада скрывается Всегда Под их лживыми <b><i>приветами</i></b> и мнимым доброжелательством и как жадно ловят они случай сбросить личину притворства и отомстить тем, кто у них, по их же пословице, как бельмо на глазу.	EARLIER	3.0	4	3	4	1	3	1
гололед	28 ноября 1983 г. Сегодня гнилой день: дождь не дождь, какая-то квелая сочь из серого упавшего на деревья неба, <b><i>гололед.</i></b>	<b><i>Гололед</i></b> -- это не только неудобства во время прогулки.	EARLIER	4.0	4	4	4	4	4	2
мазь	О, если б они могли -- не говорю почувствовать, не говорю рассудить, но только разглядеть, что светильник тем скорее сгорает, чем более бросает искр и лучей вокруг, что сочинитель тратит душу свою в звуках, что, может быть, он пишет кровью и слезами и что на страницах, внушенных тоскою, еще трепещутся обрывки его сердца, как некогда трепетали куски Геркулесовой кожи на пропитанной ядовитою <b><i>мазью</i></b> одежде, присланной ему коварною любовницею, -- то, как ни себялюбивы они, как ни любопытны, как ни безжалостны люди во всем, что сулит им новую забаву или чудное потрясение, а решились бы упросить поэта молчать, все еще жадничая его рассказов.	Ветеринар осмотрел лошадь, кое о чем спросил, в недоумении развел руками, однако же приказал втирать <b><i>мазь,</i></b> влить в рот бутылку какой-то микстуры.	EARLIER	3.8	4	3	4	4	4	1
машина	10-го числа в первой рас пущена <b><i>машина</i></b> с посажирами по новоторской железной дороги до Осташевской станции.	Просим товарищей обратить серьезное внимание на наших господ мастеров и метранпажей которые всеми силами стараются сорвать нашу забастовку и которые за малочисленностью штрейкбрехеров заменяют их как-то: метранпажами и помощники фактора (которых два) и кладовщик набирают строки, а мастера <b><i>машинные</i></b> накладывают на <b><i>машинах.</i></b>	EARLIER	1.4	1	1	3	1	1	1
правитель	Все это потом рассказывал наш <b><i>правитель</i></b> дел канцелярии губернатора Казанский, бывший семинарист, на его ответственность и возлагается достоверность сообщений.	Мнения разделились: одни члены государственного совета предлагали избрать одного <b><i>правителя</i></b> по древнему, узаконившемуся обычаю Швеции; другие отстаивали порядок олигархический, предлагая вверить правление думе вельмож.	COMPARE	1.8	1	4	1	1	2	1
похищение	<b><i>Похищение</i></b> узников, притом столь важных, являлось, с точки зрения надзора, истинным скандалом и обнаруживало крайнюю общую небрежность и неумелость в исполнении обязанностей.	"Откуда ехали эти два человека, вовлекшие меня в <b><i>похищение</i></b> ""Эспаньолы"", я хорошенько не понял, -- так был я возбужден и счастлив, что соленая сухая рыба дядюшки Гро пропала в цветном тумане истинного, неожиданного похождения."	LATER	3.4	4	2	4	3	4	1
машина	<b><i>Машина</i></b> заработала на полный ход.	И говорят и движутся они размеренно и механично, в ритме молотов и работающих <b><i>машин;</i></b> и когда кто-нибудь вдруг выступает отдельно, то кажется, что это откололась частица черной <b><i>машины,</i></b> странного сооружения, похожего на неведомое чудовище.	COMPARE	1.6	1	1	4	1	1	1
завязка	Все работы хороши И, тем не менее, забитая под <b><i>завязку</i></b> в начале встречи аудитория НовГУ постепенно стала пустеть: студенты уходили даже целыми группами.	"Второй вариант, к которому все громче призывают уже не только из левого лагеря и который безусловно обеспечил бы кратковременную вспышку общественного энтузиазма, до боли напоминает великий перелом 1929 года, и его реализация придала бы завершенность аналогии Е. Гайдара -- ""возвращение награбленного народу"", концентрация ресурсов в руках государственной бюрократии, укомплектованной под <b><i>завязку</i></b> ""патриотическими офицерами спецслужб"", ""мобилизационная экономика"", призванная обеспечить цивилизационный рывок России и возвращение ее в ряд ведущих держав, а еще лучше -- на принадлежащее ей по праву место супердержавы."	LATER	4.0	4	4	4	4	4	2
клиника	Имеется лишь несколько больниц и ни одного специального учебного заведения, кроме <b><i>клиники</i></b> проф.	Потом узнал на днях еще печальную новость: оказывается, Морозов болен сыпным тифом и уже с масленой лежит в <b><i>клинике;</i></b> заразился у больного и едва ли, говорят, выздоровеет.	EARLIER	3.6	4	4	2	4	4	1
свалка	На <b><i>свалке</i></b> находили кошельки с деньгами, золотые кольца, радиоприемники, магнитофоны, ковры в еще хорошем состоянии, кресла.	Но в общей <b><i>свалке</i></b> Хомяк не разглядел его лица, да, впрочем, в Митькиной наружности не было ничего примечательного.	COMPARE	1.0	1	1	1	1	1	1
стаканчик	Тощий молодой немец налил в пластмассовый <b><i>стаканчик</i></b> водки и протянул Вайсу.	В конце концов вся эта система раздваивалась, и каждая половина заканчивалась одной трубкой и пластмассовым <b><i>стаканчиком,</i></b> то есть всего <b><i>стаканчиков</i></b> было два.	EARLIER	4.0	4	4	4	4	4	2
