word	sent1	sent2	group	mean	annotator1	annotator2	annotator3	annotator4	annotator5
палата	Бояре и окольничие сидят -- думают в шутовской <b><i>палате,</i></b> принимают послов, приговаривают прешпургские указы, горя со стыда.	Она упала прямо в коридоре, неподалеку от поста, уронив бутылку с микстурой Бурже -- несла кому-то в <b><i>палату,</i></b> и уже ничего не видела, не чувствовала, не слышала, как закричала Алевтина, как бросилась к ней Клавдия Петровна и как ее перенесли в <b><i>палату,</i></b> положили на кровать.	LATER	1.6	1	3	1	2	1
палата	В <b><i>палате</i></b> открыли окна и двери, не только для свежего воздуха -- день был знойный, предгрозный, -- но и для того, чтобы суд имел вид всенародный.	За этими стенами находились, кроме обширных построенных итальянским зодчим каменных <b><i>палат</i></b> государя, <b><i>палаты</i></b> митрополита Даниила, дома князей и вельмож, хотя и деревянные по большей части, но просторные и затейливые, с резными украшениями и пестрой раскраской.	EARLIER	2.2	4	2	2	2	1
палата	В <b><i>палате</i></b> узнали про это и стали смеяться надо мной.	Получивший увольнительное свидетельство обязан приписаться к тому сельскому или городскому обществу, от которого он получил приемный приговор, и представить в Казенную <b><i>палату</i></b> просьбу о приписке установленным в ст.147-й порядке не позже как в шестимесячный срок со дня получения увольнительного свидетельства. 140.	EARLIER	1.6	1	1	4	1	1
палата	В <b><i>палату</i></b> быстро вошли Софья, Василий Васильевич Голицын и Хованский.	Купленное мною место от Фридрихсовой вдовы я отдаю на всегда Елисавете Васильевне в придачу к тому, которое она имеет рядом от казенной <b><i>палаты</i></b> из платежа поземельных денег.	COMPARE	1.0	1	1	1	1	1
палата	В каждой музейной <b><i>палате</i></b> сидело по иноку-сторожу, музейные работники вполне могли на них положиться.	Кинув бараньи шапки на лавки, не доходя царской приемной, бороздя атаманскими и есаульскими посохами по полу, кланяясь царю ниже пояса, вошли в <b><i>палату</i></b> казаки: седой и бритый с усами вниз, с серебряной серьгой в ухе атаман Корней Яковлев, в бархатном красном жупане с кованым кружевом по подолу, длинном до пят, и под жупаном в голубом запоясанном кафтане; с ним рядом, худощавый, бородатый и костистый, в таком же наряде, Михаил Самаренин и так же точно одетый, с хитрыми глазами, полуседой и рыжеватый Логин Семенов.	LATER	2.6	4	2	3	3	1
палата	"Все же другой член оппозиции граф Розбери задал вопрос: не обманул ли благородный лорд эту <b><i>палату</i></b> и эту страну, назвав совершенно недостоверным и не заслуживающим доверия <b><i>палаты</i></b> одно сообщение, появившееся в одной газете Маркиз Солсбери так же невозмутимо произнес в ответ нечто совершенно печати же кто-то добавил морально-политический комментарий: если бы маркиз Солсбери, в ответ на вопрос графа Грея, подтвердил появившееся в газете ""Глоб"" сообщение об англо-русском соглашении, то его голову надо было бы сначала увенчать венком за верность правде, а затем отрубить за измену государству."	"Да казали нам казенные <b><i>палаты,</i></b> <b><i>палата</i></b> с сосудами одно -- золотыми и с вещами драгими, кресла княжие с каменьем драгим и с жемчугом большим, жемчуг иной в орех есть..."""	COMPARE	1.6	1	4	1	1	1
палата	Греческая <b><i>палата</i></b> депутатов приняла в третьем постатейном и заключительном чтении греко-турецкий мирный договор.	Кто видел обстановку монастырского жития Александровской слободы Возможно ли, чтоб оргии опричников происходили там же, в церкви, где царь совершал свои моления Но декораторы устроили <b><i>палату</i></b> совсем в виде церкви, расписали ее изображениями святых, и даже с венчиками около головы, что бывает лишь в церкви.	EARLIER	1.2	2	1	1	1	1
палата	Дежурный фельдшер несколько удивленно рассматривает наши ватные одеяла, но сестра убедительным голосом говорит ему: -- Это из колонии имени Горького, отправьте их в мою <b><i>палату.</i></b>	С ревом бури сливались отчаянные вопли народа, грохот пороховых взрывов и клокотанье неукротимого пламени, пожиравшего царские <b><i>палаты,</i></b> казну, сокровища, оружие, иконы, хартии, книги, гробы с мощами святых.	COMPARE	1.2	1	1	1	1	2
палата	"Дня через два Пален, при моем докладе, сказал: ""Я очень вам благодарен за ваше письмо, хотя я с ним все-таки не согласился и уже вошел в соглашение с шефом жандармов, но оно заставило меня еще раз обдумать вопрос, -- быть может, я и неправ, но я вынужден на такую меру; все эти Крохты и Гераковы (члены <b><i>палат,</i></b> производившие следствие по политическим делам) надоели мне ужасно, я не хочу больше иметь с ними дела, а ваше письмо прикажу приложить к производству: пусть оно останется как след вашего протеста""."	Что-то похожее на шутку или детскую резвость произошло около <b><i>палаты</i></b> депутатов.	EARLIER	3.0	4	4	1	4	2
палата	Задача сделать своего сына правителем мудрым удваивала его энергию, и после долгой работы он ехал в царские <b><i>палаты</i></b> и подолгу беседовал с сыном, подчинявшимся его гению.	Он эту <b><i>палату</i></b> значительно улучшил и теперь она является одним из самых почтенных ученых учреждений.	EARLIER	2.8	2	4	3	3	2
палата	Иной по чину пошел дальше -- вхож в царские сени, в <b><i>палаты</i></b> же ему до смерти не войти.	Сейчас же, как только Вера Никандровна села, он заявил, вытачивая раз навсегда отобранные слова: -- Его превосходительство господин прокурор <b><i>палаты</i></b> наложил на вашей просьбе резолюцию: отказать ввиду отсутствия основания для смягчения меры пресечения.	LATER	1.0	1	1	1	1	1
палата	Когда возвращался, дверь <b><i>палаты</i></b> спинальников, в которую прошла Тамара, была приоткрыта.	Вся публика казалась мне довольна моим обращением, и один только старичок Языков, председатель Гражданской <b><i>палаты,</i></b> увидя меня в плясовой зале в контреданце, заключил решительно и громко произнес, что я только горазд прыгать и кланяться.	COMPARE	1.4	3	1	1	1	1
палата	Когда впервые попадаешь в <b><i>палату</i></b> общин, больше всего поражает не парик спикера, а какая-то неофициальная, почти домашняя атмосфера дебатов.	Вошедши онъ туда и подъ видомъ ловленья курицы, высматривалъ у кладовыхъ Филатьева <b><i>палатъ</i></b> въ окошкахъ затворы и ршетки, прилжно примчая, какъ бы способне оныя можно было выломать, потому что т <b><i>палаты</i></b> стояли окошками въ показанной Г. Татищева огородъ; а осмотря все, вышелъ вонъ, и пришедъ къ своимъ товарищамъ, которые дожидались его у стны Китая города, близь Ильинскихъ воротъ, уврялъ ихъ, что имъ гораздо способне и безопасне учинить предпряте на Филатьева кладовыя, нежели какъ они обокрали Доктора и портнаго, и совтовалъ съ ними, чтобъ, не откладывая вдаль, учинить на оныя Филатьева крпости нападене.	COMPARE	1.0	1	1	1	1	1
палата	Когда пришла, его уже поместили в <b><i>палату</i></b> -- он никого не узнает.	Еще в начале нынешнего века Сидней Лоу подметил коренную перемену ролей между <b><i>палатой</i></b> общин и кабинетом в Англии.	LATER	1.0	1	1	1	1	1
палата	Кто там лежал в боковой <b><i>палате</i></b> Мертвый Живой Не в нем дело.	Везде, от дворца до хаты, от мраморных <b><i>палат</i></b> до утлой землянки, где только живут люди и бьются сердца, все заняты тревожным ожиданием и неразрешимыми догадками.	COMPARE	1.6	4	1	1	1	1
палата	Лейтенанта хотели было в другую <b><i>палату,</i></b> командирскую, но он наотрез отказался, и лежали они теперь вместе, чистенькие после бани, на чистом белье, -- красота, сказал бы Жора.	"Лавров во главе депутации ходил к председателю <b><i>палаты</i></b> депутатов Гамбетте, Гюго выступил с открытым письмом: ""Вы не выдадите этого человека!"""	LATER	1.4	1	1	3	1	1
палата	Любопытно, однако, что и после такого торжественного провала и внесенного запроса правительству еще долго тот же вопрос поднимался в Думе по самым разнообразным поводам и без всякой положительной цели, если не считать такою просто желания наговорить правительству опять все те же, прерываемые аплодисментами речи об ограничении власти законодательных <b><i>палат</i></b> и о захвате правительством не принадлежащих ему полномочий.	"Шах хвалился войском, цветущим состоянием художеств и торговли, пышностию, великолепием и, показывая князю Звенигородскому свои новые <b><i>палаты,</i></b> говорил: ""ни отец, ни дед мой не имели таких""."	COMPARE	1.0	1	1	1	1	1
палата	"Мачехин никак не согласился быть прежде у де-Бриена и 30 октября представлялся прямо королю Людовику XIV, который при его входе в <b><i>палату</i></b> встал и шляпу снял, потом сел и спросил о здоровье царя; Мачехин заметил, что про здоровье великого государя спрашивают вставши; Людовик отвечал: ""Про государево здоровье я спрашивал, шляпу снявши, а того у нас не ведется, что стоя спрашивать"", но, сказавши это, встал и переспросил о здоровье."	Почти все время он нравственно преобладал над парламентом, но полгода назад обнаружилось довольно острое столкновение с обеими законодательными <b><i>палатами,</i></b> и из него Столыпин не вышел победителем.	EARLIER	1.0	1	1	1	1	1
палата	"Не знаю, была ли ""ума -- <b><i>палата"",</i></b> но уж глупости-то действительно была ""саратовская степь""."	Екатерина, живущая в Головинском дворце за Яузой, чрез доклады Бибикова и других была точно осведомлена о всем происходящем в Грановитой <b><i>палате.</i></b>	LATER	2.0	1	1	3	3	2
палата	"Не знаю, были ли членами ""звездной <b><i>палаты""</i></b> Либер, Войтинский и другие столпы советского большинства."	Замечу здесь, пока не забыл, что, когда я примерно через год попал снова в Казань и вошел в эту <b><i>палату,</i></b> чтобы навестить знакомых, острый, густой запах гноя так шандарахнул мне в нос, что меня чуть не вырвало.	LATER	1.2	2	1	1	1	1
палата	Не можно идти <b><i>палатой,</i></b> тут бояре ходят для ради больших дел.	От Михайлова я пошёл знакомиться со вновь назначенным товарищем министра финансов Николаем Николаевичем Кармазинским, бывшим председателем Казённой <b><i>палаты</i></b> Иркутска.	LATER	1.2	1	1	1	2	1
палата	Не успел Шемяка отвечать ему, как Василий Косой вбежал в <b><i>палату.</i></b>	А дом-то -- <b><i>палаты!</i></b>	EARLIER	2.0	4	2	1	2	1
палата	Нет равенства и на выборах в так называемые верхние <b><i>палаты.</i></b>	Вся занимательность в том, что они здесь подобраны все одинакового свойства: в Голконде, где часы еще не были изобретены, их употребляли вместо стенных часов, и у мудрого султана Шагабагам-Балбалыкума в каждом углу бесчисленных его <b><i>палат</i></b> стоял один голкондец с такою головой; в Европе я продаю их довольно выгодно в разные комитеты и ученые общества.	COMPARE	1.0	1	1	1	1	1
палата	Николай и четверо офицеров его <b><i>палаты,</i></b> все тяжело раненные, забаррикадировались и открыли ответный огонь из револьверов.	Казенной <b><i>палате</i></b> подчинены казенные сборы.	COMPARE	1.6	1	1	1	1	4
палата	"Но и о новом помещении Берг-коллегия в 1766 г. писала Сенату: ""На Васильевском острову в 24-й линии Псковского подворья <b><i>палаты,</i></b> в коих та лаборатория ныне состоит, так ветхи, что в оных определенных при той лаборатории горным и обер и ундер офицерам и ученикам не только жить, но и работать яко то рудных проб и протчих химических действ производить никаким образом не можно, потому что те покои кои со сводами весьма опасны и потолки с подмазкою обваливаться начинают""."	Теперь санатория напоминала Евгению цирк; доктора -- конюхов-дрессировщиков, а больные -- эксцентриков, <b><i>палаты</i></b> -- уборные артистов.	LATER	2.2	4	1	1	1	4
палата	Но качество -- реальность, которую опасно игнорировать: Монтескье это прекрасно отмечал, защищая верхние <b><i>палаты.</i></b>	В то время, когда в <b><i>палатах</i></b> раздавались веселые клики радости, в этих уголках уныние и горесть беседовали с обитателями, нередко переходившими в них с великолепного пира великокняжеского.	COMPARE	1.4	1	1	2	1	2
палата	"Но, в самом деле, что же делать-то Как же спасать революцию ""Тревожное настроение"" дошло даже до самой ""звездной <b><i>палаты"".</i></b>"	Шизофреник качается посреди больничной <b><i>палаты.</i></b>	LATER	1.8	1	2	1	4	1
палата	Носил передачи, пока Рена лежала в <b><i>палате,</i></b> слушал укоры населяющих ее женщин: зачем, мол, не дал родить своей пригожей супружнице -- Сама не захотела, -- оправдывался я.	Последняя имеет неотъемлемое право образовывать комиссии для своей внутренней работы, но обследование на местах, с опросом должностных лиц, контроль за расходованием кредитов и т. п. -- есть бесспорное нарушение пределов власти, которое неизбежно поведет только к дальнейшему захвату полномочий, не предоставленных ей учреждением Думы, и вызовет также неизбежное столкновение и с Государственным Советом, который едва ли встанет на иную точку зрения, как на признание такой организации не вытекающею из закона и, в таком случае, положение правительства, согласившегося на нее, окажется совершенно недопустимым, так как в этом случае, охрана неприкосновенности закона будет исходить не от правительства, а от верхней <b><i>палаты,</i></b> что создаст и ложное положение для правительства перед верховною властью.	LATER	1.0	1	1	1	1	1
палата	Образ поставлен его иждивением; по воскресеньям в приемной кто-нибудь из больных, по его приказанию, читает вслух акафист, а после чтения сам Сергей Сергеич обходит все <b><i>палаты</i></b> с кадильницей и кадит в них ладаном.	Прилично ли господину Сервану, имея герб и будучи шталмейстером, заводить новую цветную мануфактуру в Пуи-ан-Веле Вероятно ль то, чтоб он в сей купечества <b><i>палате,</i></b> почтенный оружием и королевскою ливреею, проводил время свое в работе и в непрестанном приготовлении товаров Итак, хочет он великое число работников сделать способными, дать им упражнение и пропитать множество бедных людей, распространить денежное хождение в провинции мало достаточной и умножить государственное сокровище; но если г. Серван тем лишится своего дворянства, то что начать для снискания и сохранения оного Horodote, lib. I. Plin., lib. XXV.	EARLIER	1.2	1	2	1	1	1
палата	"Однако на что же уполномочить надо ""звездную <b><i>палату""</i></b> во имя спасения революции ""Предпринять практические шаги""."	Ему хотелось закурить, но он боялся при Вере затевать процедуру доставания папиросы из пачки и схитрил -- попросил ее сходить в <b><i>палату</i></b> и прикурить там у кого-нибудь.	LATER	1.0	1	1	1	1	1
палата	Одним к Министру народного просвещения, в котором по своему почину предлагал принять меня обратно на свою личную ответственность; другим к П.Н. Дурново, который был тогда Директором департамента полиции, а раньше сослуживцем Капниста в его бытность прокурором судебной <b><i>палаты.</i></b>	"В ту минуту, когда одна старуха и разносчик стояли за забором, прислушиваясь к музыке, и старуха объясняла полушепотом разносчику, ""чьи это <b><i>палаты</i></b> и кто это так играет"", молодой малый приближался к ним."	COMPARE	1.4	1	1	1	1	3
палата	Он установил тесную связь со знаменитым физиком и астрономом Домиником Франсуа Араго, директором парижской обсерватории и депутатом <b><i>палаты,</i></b> примыкавшим к крайним левым.	Великий князь принимал его в Золотой <b><i>палате,</i></b> и бояре его были в золоте и в черных шапках.	COMPARE	1.0	1	1	1	1	1
палата	Она пришла ко мне в общую <b><i>палату</i></b> в тот же воскресный день, вечером.	Прежде четыре угла какой хочешь <b><i>палаты</i></b> казались мн тюрьмой, а теперь съ трудомъ вытянуть меня можно было на блой свтъ.	COMPARE	2.2	4	1	1	4	1
палата	"Оно крепко держалось за ""звездную <b><i>палату"",</i></b> не понимая ее политики -- чтобы не пропасть в лапах большевиков."	Я к этому времени уже стала вставать с койки, а так как в <b><i>палате</i></b> другие не понимали Марию, то мне пришлось принять ее последний вздох.	LATER	1.0	1	1	1	1	1
палата	Основные эталоны (их немного) хранятся центральной <b><i>Палатой</i></b> мер и весов.	Но если бы <b><i>палата</i></b> обратила внимание на протокол этой экспертизы, рассматривая при отсутствии жалобы это дело по 534 статье Уст. Уг.	COMPARE	2.2	2	1	4	3	1
палата	"Оттого царь так терпелив к человеческим крикам и милостив к палачам, бьющим у приказов и даже на одиноком козле, под окнами Грановитой <b><i>палаты,</i></b> людей ""розно: кого нещадно, кого четно""."	Члены <b><i>палат,</i></b> министры, маршалы, братья, сестры, жены, любовницы -- все изменяют ему, а народ верен.	LATER	1.8	1	1	2	4	1
палата	Паскевич прислал царю вместе с знаменами польскую конституционную хартию, и Николай приказал ее хранить в Оружейной <b><i>палате</i></b> как исторический курьез.	Анна Петровна, ослепленная светом, зажмурилась и, открыв глаза, окинула взглядом <b><i>палату.</i></b>	LATER	1.0	1	1	1	1	1
палата	Патриарх нынче патриаршу <b><i>палату</i></b> перестроил -- горница с крыльца первая, холодные сени... вторая -- теплые сени.	И я отправился в <b><i>палаты</i></b> выполнять функции помощника медсестры.	LATER	1.0	1	1	1	1	1
палата	Пир В огромной двусветной <b><i>палате,</i></b> между узорчатыми расписными столбами, стояли длинные столы в три ряда.	В этот день был торжественный обед в Грановитой <b><i>палате.</i></b>	EARLIER	3.2	4	4	2	3	3
палата	План защиты Во время тех же поездок в суд Николай Герасимович Савин познакомился с двумя очень милыми людьми: депутатом бельгийской <b><i>палаты</i></b> Ван-Смиссеном, обвинявшемся в убийстве своей жены из ревности, и французом графом Дюплекс де Кадиньян -- любовником этой убитой мужем женщины, который, увлекшись ею, наделал в Брюсселе более миллиона долгов, а после ее смерти уехал в Ниццу, не расплатившись со своими кредиторами и поднадув несколько простаков-бельгийцев, почему и был привлечен к суду за мошенничество.	Для царя, царевича и ближайших любимцев стояли особые столы в конце <b><i>палаты.</i></b>	EARLIER	1.0	1	1	1	1	1
палата	Поэтому надлежит признать, что фактическая сторона обвинения доказана и что с этой точки зрения приговор <b><i>палаты</i></b> должен быть утвержден.	7 миллиардов палочек Учреждение в Москве русско-итальянской торговой <b><i>палаты</i></b> не разбудило русских промышленников от их обычной спячки.	EARLIER	2.4	3	1	3	1	4
палата	С целью грабежа были убиты: член судебной <b><i>палаты</i></b> Арцимович, его жена, их сын -- 8-летний мальчик, дворник и кухарка.	Жильцы каменных <b><i>палат</i></b> В третьем терему часты звездочки.	EARLIER	1.8	1	4	1	2	1
палата	События дня Французская <b><i>палат</i></b> депутатов выразила новому кабинету доверие большинством 324 голосов против 77.	Патриарх также встал и, благословив собрание, вышел, сопровождаемый духовенством, к крыльцу, где ожидала его колымага, а бояре, окольничие и думные дворяне пошли в Золотую <b><i>палату,</i></b> к столу государеву.	EARLIER	1.0	1	1	1	1	1
палата	София рассказывала ему о чудных <b><i>палатах</i></b> и храмах Италии, о блеске тамошних дворов и этими рассказами указала ему средства осуществить идеи наружного величия, которые смутно еще носились в голове и сердце властителя.	Но и в этой <b><i>палате</i></b> сидел советник из малороссиян, опытный в вотчинных распрях.	EARLIER	2.0	3	1	1	4	1
палата	Спешно из крестовой в <b><i>палату</i></b> вошел причетник, широко шагая под черной рясой пудовыми сапогами, да, чтоб не стучать, норовил встать на носки, срывался, шлепал.	"На следующий день в <b><i>палату</i></b> к Домовому поставили наш ""Красный Октябрь""."	LATER	2.0	1	1	3	2	3
палата	Стоял в Кикиных <b><i>палатах,</i></b> в казенном доме воск работы знаменитого, всем известного мастера, господина графа Растреллия, который теперь невдалеке, тоже по Литейной части, спал.	Во французской <b><i>палате</i></b> депутатов Кайо сделал сообщение о финансах Франции.	COMPARE	2.0	1	3	3	1	2
палата	Теперь няня Кира лежала неподвижно в десятой <b><i>палате</i></b> и мысли ее текли медленно, неторопливо, подобно водам Оки ясным и тихим летним утром.	Царица в ужасе убежала с сыном и царевичем в Грановитую <b><i>палату.</i></b>	COMPARE	1.2	2	1	1	1	1
палата	Уж не надеетесь ли вы на благоразумие политических мужей и на то, что они не затеют войну Да когда же на это благоразумие можно было надеяться Уж не надеетесь ли вы на <b><i>палаты,</i></b> что они не дадут денег на войну, предвидя последствия Да когда же там <b><i>палаты</i></b> предвидели последствия и отказывали в деньгах чуть-чуть настойчивому руководящему человеку И вот пролетарий на улице.	Затем здесь была сделана поправка относительно того, что наше сельское хозяйство уже не так дезорганизовано, что имеется <b><i>палата,</i></b> районные совещания были устроены, но дальнейшие ораторы, которые говорили, прекрасно [про]иллюстрировали мою мысль и в сущности доказали, что мощные союзы, есть только в Германии, как тот союз сельских хозяев, который двигает всю внутреннюю политику в Германии.	EARLIER	3.2	4	3	1	4	4
палата	Царь и царевич были в золотой <b><i>палате,</i></b> в бархатных порфирах, унизанных крупным жемчугом; в их коронах и на груди сияли алмазы и яхонты величины необыкновенной.	Превосходное се описане прелестнаго сада сочинено однимъ умнымъ Китайцемъ, который его самъ развелъ для того, чтобъ наслаждаться красотами природы, прятнымъ упражненемъ въ наукахъ и бесдою отборнаго общества, -- Пусть кто хочетъ строитъ себ <b><i>палаты,</i></b> чтобъ скрывать свое неудовольстве и обнаруживать свое тщеславе; я пруготовилъ себ пустыню, чтобъ въ праздное отъ длъ время забавляться и бесдовать съ своими друзьями.	EARLIER	3.2	1	4	3	4	4
палата	Через час Берлага узнал во всех подробностях подлинные истории болезней своих соседей по <b><i>палате.</i></b>	"Одно только привлекло мое внимание; впервые раздался тут крик: ""vive la rforme!"", "" bas Guizot!"" -- который сделался потом лозунгом всей революции, паролем, отворившим ей, одну за другой, двери Палерояля, Тюльери и <b><i>палаты</i></b> депутатов."	COMPARE	1.0	1	1	1	1	1
палата	"Члены <b><i>палаты</i></b> разминают мускулы во время ""часа запросов"", но стоит звонку возвестить о голосовании, как им приходится забыть приятное ощущение силы, порожденное этим упражнением, и, вытерев со лба воображаемый пот, дружно маршировать за своим лидером в соответствующую дверь."	Поглядел на узорчату <b><i>палату,</i></b> полюбовался, как все устроено, и говорит: -- Спасибо этому дому -- пойду к другому.	LATER	1.0	1	1	1	1	1
палата	Что же касается переселения из Америки чехов, то в этих видах Муравьев командировал туда чиновника особых поручений А. И. Малиновского (ныне члена московской судебной <b><i>палаты),</i></b> который даже изучил чешский язык но, увы, Петербург затормозил это дело, значительное же число менонитов, которые дали бы краю трудолюбивых и старательных земледельцев и полезных работников, переселилось в Америку, увозя свои большие капиталы, а чехи остались в Америке.	Я горячо желаю скорейшего рассмотрения этих дел, я не могу думать без душевной боли о том ненормальном положении, в котором находятся по этим делам и судебная власть и обвиняемые, но мне кажется, что предполагаемая мера не может быть принята ex abrupto, без предварительных объяснений с представителем особого присутствия сената и с ближайшими прокурорами <b><i>палат,</i></b> а также без соответственного изменения законов 19 мая и 7 июня.	EARLIER	3.8	4	3	4	4	4
палата	Щегловитова, Петербургского градоначальника, прокурора Петербургской судебной <b><i>палаты</i></b> Г.	Прямой угол в 100 градусов Французский министр торговли и промышленности внес недавно предложение в <b><i>палату</i></b> депутатов о введении десятичной системы при измерениях тепла, электрической энергии, силы света и углов.	COMPARE	3.2	3	3	4	4	2
палата	Я назначен окончательно, указом Сената, товарищем председателя уголовной <b><i>палаты</i></b> в Калугу!	Члены обеих <b><i>палат</i></b> в Стокгольме внесли сегодня в обе <b><i>палаты</i></b> законопроект о программе судостроения на период с 1915 по 1919 год.	EARLIER	3.6	4	4	4	3	3
передовой	"""Представь, губастая дивчина в монистах и с бубном, а ведь, казалось бы, такой <b><i>передовой</i></b> человек!"""	"Но прежде нежели он был произнесен, М. E. Воробьев прочел ""прекрасные стихи кашинского помещика Владимира Николаевича Постельникова, посвященные <b><i>передовому</i></b> российскому сословию""."	COMPARE	3.4	4	3	4	2	4
передовой	(Передовая статья).	Совершенно иначе относилась к нему <b><i>передовая</i></b> русская интеллигенция.	LATER	3.0	3	4	4	1	3
передовой	"-- А ты -- выскочка, в ""передовишки"" лезешь, -- выпалила Чернушка, только недавно усвоившая слово ""передовая""."	Точно так же снег засыпал скрипучие колеса, из которых некоторые не вертелись даже; точно так же люди все спали под рогожами, и так же <b><i>передовая</i></b> пегая лошадь, раздувая ноздри, обнюхивала дорогу и настороживала уши.	EARLIER	2.4	3	3	3	1	2
передовой	"-- Газета называется ""За <b><i>передовую</i></b> магию""."	Она принесла великую пользу общему делу русского просвещения, она выдвинула впервые в области знаний русский гений, она доказала способность русского простого человека не только усваивать себе <b><i>передовые</i></b> идеи своего времени, но и идти своею мыслью впереди его, она осуществила собою первый пример широко научно образованного русского деятеля на скудной русской ниве, она положила начало русской высшей школе, она дала идею основания Московского университета.	COMPARE	3.6	4	4	3	4	3
передовой	<b><i>Передовая</i></b> застава в селе Воздвиженском остановила карету правительницы.	Это ускорение совершается через сближение отставшего народа с <b><i>передовым.</i></b>	COMPARE	2.4	2	2	2	3	3
передовой	<b><i>Передовой</i></b> небольшой московский отряд воеводы Федора Басенка разбил численно превосходящие, но разрозненные силы новгородцев, при этом был взят в плен новгородский посадник Михаил Туча.	"Почти все <b><i>передовое</i></b> итальянское кино в лучших своих образцах -- таких, как ""Рим в 11 часов"", ""Похитители велосипедов"", ""Машинист"", ""Полицейские и воры"", ""Мечты на дорогах"",-- вышло из чеховского гуманизма."	LATER	2.4	2	2	2	3	3
передовой	<b><i>Передовые</i></b> вражеские пикеты сбиты, орудия внезапно захвачены, часть толпы с гиком ворвалась в селение.	<b><i>Передовой</i></b> отряд снялся с якоря -- <b><i>передовое</i></b> судно под управлением опытного лоцмана, не могши обогнуть косу, заплыло в ловушку, из которой Бог весть как нам ее вывести.	COMPARE	3.6	4	4	4	4	2
передовой	<b><i>Передовые</i></b> наблюдательные пункты артиллерийских и минометных батарей иметь вблизи наблюдательных пунктов командиров стрелковых рот или совместно с ними.	В 1911 г. царское правительство решило окончательно разделаться с <b><i>передовым</i></b> студенчеством и <b><i>передовой</i></b> профессурой.	LATER	1.4	2	1	1	2	1
